,Expression WT,Expression dapF_parent,Expression dapF_sup_1-1,Expression dapF_sup_3-1,Expression WT 2,Expression dgk_parent,Expression dgk_sup_1-1,Expression dgk_sup_2-1,Expression dgk_sup_3-1,Expression WT 3,Expression entC_parent,Expression entC_sup_1-1,Expression entC_sup_2-1,Expression entC_sup_3-1,Expression WT 4,Expression ppk,Expression ppk_sup_1-1,Expression ppk_sup_1-2,Expression WT 5,Expression zwf_parent,Expression zwf_sup_1-1,Expression zwf_sup_1-2
b3357,0.045358646,-0.346353137,-0.444055919,-0.30404847,0.045358646,-0.107967928,0.090659293,0.093434519,-0.257430358,0.02429726,-0.018254584,-0.134304385,0.203196184,-0.024889345,-0.160373199,-0.171492272,0.108637158,-0.006793586,0.045358646,-0.038706165,0.15478165,-0.179905986
b3358,0.067112191,-0.954055778,-0.991204645,-0.540128647,0.067112191,0.303600571,-0.018634209,0.466807547,0.250567898,-0.340359926,0.584350193,0.705246328,-0.403788081,-0.863212595,0.139023354,0.465067052,0.242866158,-0.099384678,0.067112191,-0.030611384,-0.553127656,0.28104658
b3359,-0.041234494,-0.799778658,-0.630980247,0.117785466,-0.041234494,0.466772253,0.182008117,-0.348907642,0.511805706,-0.751494355,-0.29971346,-0.1342841,-0.434052353,0.107205548,0.875197837,0.594818945,0.900739854,0.123736672,-0.041234494,0.334086202,0.142741483,1.332795754
b3360,0.018256613,-0.048045946,0.354690028,0.104059432,0.018256613,-0.430979618,-0.417234006,-0.7704697,-0.133271694,-0.044543719,-0.521146274,-0.149117888,0.459748259,0.679898594,-0.010226121,-0.193165297,-0.156918729,0.110033552,0.018256613,0.033954274,0.002003659,-0.270976591
b3361,-0.015952635,-0.180072598,-0.322176235,-0.454440461,-0.015952635,-1.422271069,-1.893345017,-1.881699597,-0.515581183,0.601353297,-0.719442319,-0.714402574,0.371755159,0.527872729,-0.553495393,-1.01107445,-1.45049951,-0.428346239,-0.015952635,-0.176157169,-0.57671101,-0.917416548
b3362,0.005170511,0.035788248,0.034418422,-0.131565767,0.005170511,-1.265099443,-1.650157077,-1.851082654,-0.188465718,0.525082803,-0.66717929,-0.496023227,0.546121645,0.196321929,-0.540594335,-0.905665417,-1.172063447,-0.494451934,0.005170511,0.031865548,-0.490235367,-0.735340004
b3363,-0.018809094,-0.937075804,-0.979228609,-0.18206358,-0.018809094,0.208140581,0.659047087,0.529862167,0.364330035,-0.734572801,0.492909252,0.511757817,-0.409079093,-0.833667419,0.791000082,0.690086826,0.84486609,0.392428292,-0.018809094,0.175794847,0.43949854,0.657691827
b3364,0.158437651,-0.563517846,-0.520655036,-0.156692737,0.158437651,-0.147559805,0.442450007,-0.276323893,0.59810203,-0.798114762,0.844652671,1.057975566,-1.036568539,-0.615560055,0.322801808,0.745644786,0.59732317,-0.107722971,0.158437651,0.648406086,0.568808425,1.066822854
b3365,0.722114926,-0.540416116,-1.030857281,0.466535947,0.722114926,2.431513668,2.243304053,1.585266157,2.571313866,-1.629596105,-0.562201741,-1.081179663,0.198697071,-0.680108665,-0.536748674,1.147084456,1.050469043,0.619707182,0.722114926,0.394553727,0.953745496,1.50534365
b3366,0.579101965,-0.868652947,-0.868652947,-0.868652947,0.579101965,1.881478937,1.895447906,0.626647036,2.426651664,-0.868652947,-0.868652947,-0.868652947,-0.868652947,-0.868652947,-0.868652947,1.014280963,0.712676146,0.12686903,0.579101965,-0.868652947,-0.868652947,0.085064056
b3367,0.316924737,-0.390043348,-0.182659307,0.146691889,0.316924737,1.073819986,1.536720611,0.509166054,1.521838071,-0.694765421,-0.58648113,-0.48771437,-0.338888295,-0.129966994,-0.25600879,0.420210368,0.277397446,0.353653436,0.316924737,-0.627146543,0.103095756,0.30199313
b3368,0.079527205,-0.108662135,-0.284296064,0.194595008,0.079527205,0.227290039,0.428148759,-0.220183065,0.177500066,-0.296113794,-0.058882115,0.015924019,0.058324337,0.050246825,0.057532178,0.154543964,0.316139549,0.163767143,0.079527205,0.094250973,0.062280897,-0.288958255
b3369,-0.215828724,1.595713917,2.006311846,1.72794125,-0.215828724,-0.314391433,0.972871958,0.404962646,0.508276818,-0.050466461,0.066188717,-0.381507867,0.706192371,1.334589538,0.697952632,0.47374057,0.397011844,1.121406106,-0.215828724,1.090790908,0.710542623,0.520811153
b3370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b3371,-0.029084452,-0.053876514,0.306303592,0.072942229,-0.029084452,-0.057292026,0.283821247,0.127121435,0.22515422,-0.050993152,-0.198382271,-0.031231731,0.355329236,0.236703814,0.138246508,-0.045883063,-0.015624068,0.212463397,-0.029084452,-0.016104432,0.119101053,0.15702442
b3374,0.002705783,-0.145515584,-0.064515922,-0.068698189,0.002705783,0.110038627,0.302773763,0.289699834,0.181930441,-0.142224137,-0.032585739,0.166445229,0.059998876,0.594764452,0.134106787,-0.01669415,0.158824158,0.276632395,0.002705783,-0.049226367,0.171792981,0.106365264
b3375,-0.044942813,-0.167929881,-0.356666252,-0.134832357,-0.044942813,-0.013422448,0.321135419,0.2506165,-0.197704071,-0.071300783,-0.038779039,-0.051717683,0.027484497,0.243304496,0.206129222,0.065416836,0.275134441,0.195627658,-0.044942813,-0.049192334,0.2594704,0.194096565
b3376,0.089635375,-0.308323495,0.02596097,-0.308323495,0.089635375,-0.308323495,-0.308323495,-0.308323495,-0.308323495,0.03941737,-0.308323495,-0.308323495,0.06707426,0.050619046,-0.308323495,-0.308323495,-0.308323495,-0.308323495,0.089635375,-0.308323495,-0.308323495,-0.308323495
b3377,0.004343219,-0.040695176,0.170251296,0.002856332,0.004343219,0.039924054,0.044631047,0.022580778,0.022936416,-0.039745007,-0.336899246,-0.336899246,-0.015497421,0.20460323,0.02671535,0.044544108,0.056949721,0.01834857,0.004343219,0.009148668,-0.014270904,0.249591757
b3378,-0.111233306,0.374836076,0.479624082,0.255582111,-0.111233306,-0.168910583,0.38472019,0.31796423,0.209366705,0.002988525,0.134121066,0.193754936,-0.035508815,0.489169911,0.330711393,0.008958748,0.310286834,0.493422605,-0.111233306,0.27577362,0.614483714,0.512214983
b3379,0.060192123,-0.268636899,-0.068870062,-0.18443551,0.060192123,-0.115322656,-0.106701636,-0.147383868,-0.146721652,-0.040878788,-0.117039598,-0.362159637,0.015418711,0.168738966,-0.139697582,-0.106860561,-0.084297216,0.091143504,0.060192123,0.070871268,0.208604033,-0.19224942
b3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340020306,0
b3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355513914,0.369622809
b3382,0.099621591,-1.212342377,-1.235864425,-0.654840645,0.099621591,0.742699552,0.020703279,0.154121978,0.581623201,-0.768909658,0.201534674,0.398675438,-0.702989614,-1.189234027,0.470044884,0.381624402,0.416794882,0.444660324,0.099621591,0.114175136,1.05181306,1.096107706
b3383,0.151351754,-0.952986574,-0.967012746,-0.583403069,0.151351754,0.369329869,0.256349194,0.199725842,0.324231087,-0.6645489,-0.516905283,0.0959531,-0.386047133,-0.939077689,0.210493638,0.381379967,0.287156816,0.311829688,0.151351754,0.164240263,0.669692351,0.780347278
b3384,0.016944707,-0.326580131,-0.270685369,-0.119992935,0.016944707,0.228417206,0.185343518,0.176203748,0.217630729,-0.298614029,0.118712585,0.461487514,-0.138733652,-0.069602943,0.247779909,0.254154688,0.321771884,-0.008374072,0.016944707,0.100998317,0.060610321,0.150009409
b3385,0.027373727,-0.263951119,-0.244215151,-0.030181081,0.027373727,0.14211513,0.212354602,0.102937428,0.210214297,-0.206995849,0.147648156,0.583085346,-0.0714751,-0.516309476,0.124874669,0.195787842,0.269243352,0.034273088,0.027373727,0.112368944,0.099328138,0.112885769
b3386,0.06663657,0.055627368,-0.053926282,0.214417764,0.06663657,0.282046799,0.351543429,0.200851093,0.233528172,-0.13549205,0.173821211,0.445047064,0.207077695,-0.142235494,-0.06441766,0.111910296,0.172493115,0.134306628,0.06663657,0.253501025,0.099527422,-0.09284383
b3387,-0.024449521,-0.290973813,-0.174583467,-0.113645895,-0.024449521,0.069236481,0.124525806,0.130206141,-0.058874153,-0.070379746,-0.013564151,0.318189017,-0.060195115,-0.439115091,0.14372831,0.124253831,0.206935895,0.005316619,-0.024449521,0.036990899,0.084209507,0.115611807
b3388,0.029169251,-0.294869349,-0.352158462,-0.177604012,0.029169251,0.124565739,0.029202001,0.115449929,0.002596058,-0.143384691,0.143103135,0.325300249,-0.10623223,-0.00806212,0.055876937,0.198129364,0.211514476,-0.012503421,0.029169251,0.041267079,-0.010893406,-0.020320835
b3389,0.046335833,-0.279234198,-0.286028084,-0.046156774,0.046335833,0.193759561,0.217077944,0.159039714,0.011570831,-0.205694421,-0.04435848,0.308972109,0.006970703,-0.280667323,0.066686923,0.186669748,0.312818592,-0.028124002,0.046335833,0.118396419,0.135697057,-0.036632141
b3390,0.030576828,-0.238167558,-0.311214631,0.082358594,0.030576828,0.157093559,0.317218025,0.148954608,0.079589382,-0.219610529,-0.233905343,0.175035526,-0.085548469,-0.162683571,0.127880044,0.176135626,0.37076273,0.041289579,0.030576828,0.033420615,0.204147469,-0.139253413
b3391,0.038709813,-0.070929735,-0.098365093,-0.111121207,0.038709813,0.12066648,0.263985505,0.211335753,-0.067697991,-0.206812155,-0.033693213,0.27778726,-0.008719861,0.078889232,0.090682716,0.131036826,0.158592845,0.071425234,0.038709813,0.050004136,0.119516495,0.152515409
b3392,-0.083238516,-0.173667013,-0.196018591,-0.086159751,-0.083238516,0.453154386,0.464319079,0.411379263,0.412246256,-0.17171594,-0.016318233,0.618541407,0.315851284,-0.151683337,0.421431487,-0.005784444,0.493203082,0.401027552,-0.083238516,-0.073825914,0.319015898,0.352216168
b3393,0,0,0,0,0,0,0,0,0,0,0,0.986859391,0,0.725040813,0,0,0,0,0,0,0,0
b3394,-0.121641072,-0.121641072,0.465609897,0.560878329,-0.121641072,0.623710636,0.631575587,0.594513915,-0.121641072,0.486564288,0.622144982,0.742813358,-0.121641072,0.885759785,-0.121641072,0.631430546,0.65204273,0.587336091,-0.121641072,-0.121641072,-0.121641072,0.553799616
b3395,-0.044159211,-0.16942368,-0.201086091,-0.048139278,-0.044159211,0.195478733,0.336357654,0.38923526,0.277499334,-0.028071828,0.045906613,0.042370198,0.043450182,0.23318464,0.160549461,0.059898434,0.090726209,0.264765628,-0.044159211,-0.199975246,0.17107045,0.083935834
b3396,0.078632326,-0.329536164,-0.359182983,0.031666303,0.078632326,0.256343071,0.345085871,0.128179288,-0.109883656,-0.568278605,-0.070201662,0.157053835,-0.443076853,-0.478071939,0.332381628,0.573756147,0.636629957,0.376685662,0.078632326,0.210870157,0.02639411,0.020363151
b3397,-0.077105746,0.552270002,0.5656079,0.800647831,-0.077105746,-0.163830363,0.193819317,0.177074319,-0.319059609,-0.021656424,0.008343129,0.076088032,-0.154039136,0.430281976,0.252973661,0.089506114,0.21950712,0.163071808,-0.077105746,-0.067819898,0.2790571,0.107958038
b3398,-0.048236822,-0.135702046,-0.154583352,-0.097343207,-0.048236822,0.060012898,0.177973323,0.008229988,-0.265492015,-0.01844697,0.180909304,0.424384674,-0.134074334,-0.274297059,0.163157436,0.095240862,0.290064454,0.078980371,-0.048236822,-0.011622453,0.220208906,-0.002990125
b3399,-0.058635537,-0.430117879,-0.233710281,-0.395779405,-0.058635537,-0.699826992,-0.591162896,-0.761446865,-0.438965166,0.243290561,-0.327016633,-0.1353738,-0.093722432,0.024712711,-0.06738395,-0.345720952,-0.403076519,-0.152274417,-0.058635537,-0.126104494,-0.194588,-0.1859985
b3400,-0.016692172,-0.402153074,-0.1705187,-0.273519935,-0.016692172,-0.345928978,-0.362120082,-0.627059094,-0.248866573,0.080865715,-0.076925531,-0.014906973,-0.091132422,0.022596069,-0.030789198,-0.184698627,-0.237874888,-0.259971214,-0.016692172,-0.043334409,-0.111818428,-0.245074767
b3401,0.024102756,-0.262951427,-0.035146603,-0.105089007,0.024102756,-0.259548736,-0.224540794,-0.446249638,-0.118875108,-0.007037196,0.036733563,0.060441091,-0.018367601,0.490610747,-0.065271072,-0.03323096,-0.07277482,-0.240628915,0.024102756,0.005503302,0.005867633,-0.175194753
b3402,-0.029622883,-0.240874042,-0.382653409,-0.147141775,-0.029622883,0.0485027,0.058595202,0.115575847,-0.105439467,-0.131387752,-0.208120198,-0.075557288,0.02551085,0.079594676,0.2202564,0.16549898,0.290839778,0.200205854,-0.029622883,-0.133976468,0.028486505,-0.042236533
b3403,-0.069209022,-0.71703772,-0.73117135,-0.141409976,-0.069209022,0.398309312,0.549803349,0.538484823,-0.042389239,-0.241485868,0.151183765,0.352038378,-0.238568109,-0.046824488,0.449112936,0.394350037,0.710498698,0.3496312,-0.069209022,-0.324824341,0.243081393,0.440170087
b3404,0.010709648,-0.50629582,-0.543915254,-0.21326917,0.010709648,0.277850708,0.134693348,0.271888294,0.552619394,-0.084278865,0.298973252,0.641089225,0.026168413,0.11998451,0.052149921,0.241972853,0.225983722,0.054999048,0.010709648,-0.002509436,-0.340598973,-0.035885208
b3405,-0.087512161,-0.211424023,-0.138533745,-0.488086998,-0.087512161,-0.490418722,-0.230200566,-0.367430539,-0.285110849,0.238205591,-0.40858562,-0.208884583,0.351882149,0.196533143,0.024330893,-0.368119936,-0.290796235,-0.168143187,-0.087512161,-0.220643514,-0.138177939,-0.507929813
b3406,-0.112022101,-0.31300078,-0.201322415,-0.353004392,-0.112022101,-0.330222214,0.056009581,0.032070464,-0.21048663,-0.061043148,-0.075333775,-0.066470646,0.039180051,0.207280874,0.397109452,0.124901138,0.081979125,0.125919977,-0.112022101,-0.159491007,0.22433028,-0.131318272
b3407,0.043417247,-0.641068549,-0.777166236,-0.149754137,0.043417247,0.375676694,0.658579359,0.291626246,0.308448002,-0.812982074,0.605522379,0.683266504,-0.382752973,-0.278835617,0.682730333,0.790621241,0.774630783,0.383552379,0.043417247,0.132262612,0.020446858,0.334620585
b3408,0.33952783,-1.912671162,-1.825170785,-1.582764608,0.33952783,0.986774777,1.272776722,1.409104035,0.850022433,-1.220199784,-0.833754519,-0.275677841,0.561445722,-0.553310352,0.201616293,0.696119388,0.726637426,0.346783802,0.33952783,0.187215518,0.630858968,0.753744416
b3409,0.450352942,-1.517689614,-1.431013159,-1.29506548,0.450352942,1.264715632,1.419181192,1.506596644,1.067567988,-1.442886772,-1.019698215,-0.423809524,0.447363716,-0.755095035,0.091827946,0.814848343,0.977306734,0.570055201,0.450352942,-0.10724946,0.255182179,0.642530162
b3410,0.442336509,-1.004395632,-0.779586084,-0.960823284,0.442336509,1.04779464,1.480429762,1.564993901,1.121355584,-1.206841353,-0.986499086,-0.88944291,-0.800837685,-0.138051275,-0.120168174,1.033041824,1.136812551,0.620911363,0.442336509,-0.620367873,-0.20800667,0.540372373
b3411,0.034496698,-0.275238675,-0.310331669,-0.141867976,0.034496698,-0.036931895,0.228289994,0.236151278,0.006380306,-0.029975079,0.135231072,0.244776744,-0.107882751,-0.337619039,-0.073515014,-0.024334573,0.100854846,-0.196442438,0.034496698,-0.123543375,-0.022542895,-0.064536092
b3412,0.033611534,-0.255845604,-0.344404014,0.070522229,0.033611534,0.144730582,0.353453069,0.353665974,0.09272336,-0.205285852,0.004044439,0.305247913,-0.120972742,0.177156611,0.104451249,0.114645093,0.316594854,0.078358306,0.033611534,-0.040112422,0.091807473,-0.338675653
b3413,0.049802161,-0.478229566,-0.311052998,-0.201654408,0.049802161,0.173167949,0.43427741,0.560838659,0.136865803,-0.229287979,0.236238716,0.381252648,-0.227070702,-0.624339156,0.079881495,0.040901492,0.354067155,0.012443604,0.049802161,-0.074253909,0.306778393,0.196719025
b3414,-0.153201805,1.375741252,1.520307035,1.309547164,-0.153201805,-0.279717497,0.099521174,0.179539925,-0.18391649,0.01591635,-0.060464199,0.586178685,-0.435629686,-0.20317521,0.443689065,0.069734693,0.459661431,0.093505149,-0.153201805,-0.129451433,0.03812071,-0.11431658
b3415,0.015339845,-0.485039569,-0.408905066,0.011213967,0.015339845,0.110992021,-0.275173121,-0.45481091,-0.454008029,-0.037381922,0.451742429,-0.002998836,-0.311033644,-0.252462445,-0.008637613,-0.056476793,-0.130352747,-0.030644075,0.015339845,-0.485402119,-0.540041567,-0.273936261
b3416,-0.079274515,-0.757335596,-0.56681127,-0.676299939,-0.079274515,-0.460243752,-0.639944233,-0.874383581,-0.132012902,0.304761953,0.395579335,0.300825803,0.241612973,-0.123683486,-0.066938409,-0.121176326,-0.220408288,-0.325177102,-0.079274515,-0.304012064,-0.334262727,-0.35071985
b3417,-0.107546559,-0.648240212,-0.478388263,-0.692430695,-0.107546559,-0.554684456,-0.834756291,-1.121237717,-0.263438,0.334591368,0.259776164,0.093664585,0.412094938,0.184485245,-0.011951691,-0.216696044,-0.349047102,-0.179355267,-0.107546559,-0.30841347,-0.416222921,-0.414988605
b3418,0.067768378,-1.160615145,-1.267821814,-0.797505064,0.067768378,0.728021974,0.313857694,0.223490801,-0.111348359,-0.406500215,-0.157910845,-0.199662359,-0.396285162,-0.51021504,0.203195082,0.424828338,0.470060338,0.330285433,0.067768378,-0.285799858,0.047796189,0.685337458
b3421,-0.06675669,0.138349325,0.00036469,0.05962744,-0.06675669,-0.523586169,-0.512453814,-0.565237046,-0.251638087,0.276801111,-0.304165911,-0.358643234,0.221256474,0.31019544,-0.07653104,-0.395215428,-0.483651822,-0.099670315,-0.06675669,0.137880839,-0.270484164,-0.624215088
b3422,-0.012136082,0.098083313,-0.028162609,-0.01534787,-0.012136082,0.063132368,0.072871224,0.146967807,0.027568624,0.000870976,-0.078198283,0.058289358,0.059175446,0.301411916,0.035537271,0.072691789,0.098130347,0.137421889,-0.012136082,-0.001793604,0.165059989,0.092515293
b3424,0.062974139,-0.283361327,-0.323848436,0.08236908,0.062974139,0.12592101,0.166028309,0.170613245,-0.160308694,-0.372694122,0.069551457,0.334564433,-0.254642189,-0.404468416,0.183771705,0.285321468,0.388257489,0.058154938,0.062974139,0.127022047,0.219521208,0.182064823
b3425,-0.005716837,0.243795577,0.231963136,0.595037333,-0.005716837,-0.154894372,0.405103527,0.435082671,-0.041830485,-0.258887954,0.236589384,0.409098061,-0.223102464,0.081493527,0.276038465,0.253822882,0.331576018,0.248928863,-0.005716837,-0.086800813,0.400483742,0.183313373
b3426,-0.157434064,0.19695799,0.500734458,-0.028264311,-0.157434064,-1.519605084,-1.233790919,-0.665395677,-0.508179363,0.535592052,-0.29403639,-0.224134509,0.538702777,0.3695185,-0.063289861,-1.085427518,-1.125358254,-0.112963448,-0.157434064,0.182127471,-0.127829239,0.076264629
b3428,0.013229044,-0.368231052,-0.638561439,-0.530121329,0.013229044,-0.217956819,-0.672091865,-0.6179479,-0.254383895,0.298852146,0.261234898,0.199281607,0.161651704,-0.465056754,-0.338539278,-0.282712479,-0.283816131,-0.292466839,0.013229044,-0.025648323,-0.335061061,-0.502540594
b3429,0.035964881,-0.43679322,-0.64391087,-0.498442543,0.035964881,-0.193116159,-0.586364149,-0.51116491,-0.177686309,0.345601148,0.449485077,0.361248808,0.378990782,-0.564253414,-0.45349579,-0.339413375,-0.257539028,-0.362527311,0.035964881,0.020616657,-0.262279246,-0.425567336
b3430,-0.00697161,-0.417892943,-0.952877033,-0.823174447,-0.00697161,-0.374383667,-0.835434309,-0.620692045,-0.502401657,0.365528995,0.030345642,-0.09649474,-0.007918393,-0.183164006,-0.344614166,-0.323498992,-0.367341346,-0.171553963,-0.00697161,-0.260457249,-0.362437946,-0.588296071
b3431,-0.004118479,-0.439411311,-0.860945126,-0.564104572,-0.004118479,-0.124694986,-0.462781581,-0.390301132,-0.188491634,0.255218405,0.164563713,0.156250954,0.081936917,-0.286158249,-0.242862967,-0.210916717,-0.073265261,-0.151109811,-0.004118479,-0.05730006,-0.230474148,-0.392440408
b3432,-0.056158932,-0.559930069,-0.84680809,-0.586623011,-0.056158932,-0.065693214,-0.390281695,-0.229189568,-0.014587184,0.177583639,0.125118398,0.250147285,-0.014323775,-0.015656698,-0.009106844,-0.128045489,-0.036238536,-0.049531768,-0.056158932,-0.164324249,-0.352499115,-0.283480015
b3433,0.05037326,-0.643855211,-0.788574692,-0.463115917,0.05037326,0.273376402,0.22545721,0.364141834,0.349437753,-0.397134974,0.157880423,0.344174074,-0.122508944,-0.489363468,0.246015194,-0.027683918,0.320232045,-0.051427974,0.05037326,0.046306847,0.152396805,0.349339335
